"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","on_base_plus_slg","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","groundballs_percent","flyballs_percent"
"Pollock, AJ","572041","2022","527","120","79","26","1","14",18.6,6.1,"0.681","88.8",32.9,9.4,5.8,42,"100.414319188","94.34853632",24.7,53.6,45.3,22
"Voit III, Luke","572228","2022","568","113","69","22","0","22",31.5,9.7,"0.710","89.8",34.6,14.7,8.3,44.3,"101.411871585","94.98573844",37.6,52,34.9,34.9
"Walker, Christian","572233","2022","667","141","78","25","2","36",19.6,10.3,"0.804","90",33.3,11.5,6.5,44,"101.466371179","95.00141326",24.6,44.7,39.2,30.9
"Yastrzemski, Mike","573262","2022","558","104","54","31","2","17",25.3,10.9,"0.697","89.9",36.2,11.1,5.1,42.5,"99.830966069","94.251098237",22.5,42.9,34.8,31.9
"Canha, Mark","592192","2022","542","123","86","24","0","13",17.9,8.9,"0.770","87.7",32.2,4.9,6.8,36.6,"98.317698315","93.261380654",22.1,42.9,46.1,24.7
"Castellanos, Nick","592206","2022","558","138","98","27","0","13",23.3,5.2,"0.694","87.5",36.9,6.6,6.1,35.1,"98.393032843","93.293370431",32.2,57,42.9,28.5
"Drury, Brandon","592273","2022","568","136","75","31","2","28",22.2,6.7,"0.812","89.1",34.8,10.4,7.3,42.2,"100.586892132","94.438998321",21.5,45.9,40.9,28.3
"Judge, Aaron","592450","2022","696","177","87","28","0","62",25.1,15.9,"1.111","95.9",39,26.5,7.2,61.8,"107.110072714","99.053359221",29.8,42.7,37,38.3
"Machado, Manny","592518","2022","644","172","102","37","1","32",20.7,9.8,"0.897","91.5",36.7,9.8,9.8,49,"102.622706786","95.790495526",24.9,50.8,37.6,23.7
"Realmuto, J.T.","592663","2022","562","139","86","26","5","22",21.2,7.3,"0.820","90.3",35.6,11.3,6.7,47.2,"101.252893641","95.157569177",25.7,49,44.6,25.6
"Renfroe, Hunter","592669","2022","522","121","68","23","1","29",23.2,7.5,"0.807","90.5",32.7,10.9,6.4,43.6,"101.645981292","95.173188394",27,47.8,37.4,30.2
"Yelich, Christian","592885","2022","671","145","102","25","4","14",24.1,13.1,"0.738","91.5",30.3,8.2,6.7,48.6,"102.984892126","96.020852446",25,43.2,59.1,18
"Merrifield, Whit","593160","2022","550","126","86","28","1","11",15.5,6.9,"0.673","87.1",37.9,4.2,7.3,31.1,"96.383459857","92.27510481",19.4,50.9,41.2,28.8
"Bogaerts, Xander","593428","2022","631","171","118","38","0","15",18.7,9,"0.833","88.1",30.3,6.5,4.9,39.5,"99.97943964","94.08380455",24.8,45.7,46.6,21.1
"Profar, Jurickson","595777","2022","658","140","87","36","2","15",15.7,11.1,"0.722","87.5",34.7,4,4.6,34.3,"97.859468559","92.98708518",18.7,43.6,44.8,22.8
"Báez, Javier","595879","2022","590","132","84","27","4","17",24.9,4.4,"0.671","87.9",29.7,8,4.9,38,"99.689131182","93.890376232",35.8,55.8,50.6,22.9
"Lindor, Francisco","596019","2022","706","170","114","25","5","26",18.8,8.4,"0.788","89.3",29.2,8.3,6.2,41.3,"99.740565418","94.14308743",22.9,47.8,43.5,27.6
"Bell, Josh","605137","2022","647","147","98","29","3","17",15.8,12.5,"0.784","88.9",30.7,7.2,3.7,40.8,"100.551357456","94.511584791",21.7,45.3,50.7,19.7
"Betts, Mookie","605141","2022","639","154","76","40","3","35",16.3,8.6,"0.873","90.5",36.2,9.7,8.7,44.9,"99.954466043","94.497072751",16.5,44.2,33.7,35.6
"Hernández, Teoscar","606192","2022","535","133","72","35","1","25",28.4,6.4,"0.807","92.6",36.3,15,7.5,53.3,"103.420419483","96.496717867",35.1,48.8,44.4,25.6
"Marte, Ketel","606466","2022","558","118","62","42","2","12",18.1,9.9,"0.728","90.1",31.6,6.1,5.8,41.9,"101.202754619","94.845027056",20.7,46.1,43.2,25.3
"Nimmo, Brandon","607043","2022","673","159","106","30","7","16",17.2,10.5,"0.800","89.4",28.1,7,3.6,39.8,"100.251301732","94.354698482",19.6,43.8,51.7,20.6
"Turner, Trea","607208","2022","708","194","130","39","4","21",18.5,6.4,"0.809","88.9",35.3,7.6,6.5,41.6,"100.188198893","94.238854962",26.3,51.2,43.5,26.2
"Ramírez, José","608070","2022","685","168","90","44","5","29",12,10.1,"0.869","87.7",33.7,6.6,6.4,36.9,"98.871944811","93.503434175",15.1,46.3,32.6,28.6
"Bregman, Alex","608324","2022","656","142","81","38","0","23",11.7,13.3,"0.820","88.9",36.2,7.3,9.4,37.8,"98.378645333","93.364139021",14.9,40.3,33.5,32.6
"Seager, Corey","608369","2022","663","145","87","24","1","33",15.5,8.7,"0.772","91.1",38.4,10.5,9.9,45.5,"101.598305628","95.219542252",26.5,54.5,40.2,30.3
"Winker, Jesse","608385","2022","547","100","71","15","0","14",18.8,15.4,"0.688","87.7",32,7.6,3.1,34.3,"98.674499266","93.339254492",19.9,43.3,38.8,28.9
"Swanson, Dansby","621020","2022","696","177","119","32","1","25",26.1,7,"0.776","90.2",37,10.8,8,46.3,"100.839209567","94.810341952",30.7,49.4,38.3,29.4
"Correa, Carlos","621043","2022","590","152","105","24","1","22",20.5,10.3,"0.833","89.9",35.3,11.4,5.7,44.7,"101.992873251","95.284200765",22,44.4,42,25.9
"Ward, Taylor","621493","2022","564","139","92","22","2","23",21.3,10.6,"0.833","90",41.8,12.4,7.4,42.9,"100.184571947","94.439550026",22.2,41.4,35.5,31.3
"Wisdom, Patrick","621550","2022","534","97","44","28","0","25",34.3,9.9,"0.724","90.7",29.8,14.2,6.2,46.3,"102.164032394","95.695873993",36.4,48.1,34.9,31.8
"Olson, Matt","621566","2022","699","148","70","44","0","34",24.3,10.7,"0.802","92.9",33.8,13.6,7.6,50.9,"103.665099911","96.545680491",28.9,49.5,39.6,28.4
"Mateo, Jorge","622761","2022","533","109","64","25","7","13",27.6,5.1,"0.646","86.8",35.5,6,5.7,32.7,"98.63578407","93.337279593",30.9,53.9,38.6,25.9
"Santander, Anthony","623993","2022","647","138","81","24","0","33",18.9,8.5,"0.773","90.1",33.5,11.6,8.1,43.3,"101.330998114","94.979132939",21.5,47.7,32.2,28.7
"Alonso, Pete","624413","2022","685","162","95","27","0","40",18.7,9.8,"0.870","89.8",34.5,12.3,4.8,44.8,"102.849215397","95.616516548",24.2,49.9,36.4,30.5
"Frazier, Adam","624428","2022","602","129","100","22","4","3",12.1,7.6,"0.612","85.1",37.7,1.5,4,24.5,"95.048135872","91.524067936",14.4,48.7,41.8,23.8
"Cronenworth, Jake","630105","2022","684","140","89","30","4","17",19.2,10.2,"0.722","87.6",32.3,5.6,6.9,34.1,"97.917362826","93.091918039",18,41.8,36.2,34.1
"Bellinger, Cody","641355","2022","550","106","57","27","3","19",27.3,6.9,"0.654","89.4",34.4,8.3,5.8,38.1,"98.149983833","93.243694234",27.2,49.9,35.6,32.8
"Crawford, J.P.","641487","2022","603","126","93","24","3","6",13.3,11.3,"0.675","85.1",32.4,2,4.7,29.7,"96.663647706","92.35483867",14.3,41.3,46.5,18.2
"Mancini III, Trey","641820","2022","587","124","82","23","1","18",23,9,"0.710","89.5",39.6,9.8,10.3,40.4,"100.078586134","94.256654381",27.4,48.1,40.6,27.8
"McMahon, Ryan","641857","2022","597","130","84","23","3","20",26.5,10.1,"0.741","91.7",36.4,10.4,6.7,46.5,"102.094383676","95.689199432",28.2,45.2,44.7,27.5
"Tellez, Rowdy","642133","2022","599","116","58","23","0","35",20.2,10.4,"0.767","91.1",31.4,12.9,7.3,46,"102.553838927","95.690567213",23.8,43.5,39.7,29.9
"Rosario, Amed","642708","2022","670","180","134","26","9","11",16.6,3.7,"0.715","88.4",31.1,4.5,5.5,38.3,"99.690201132","93.991990529",21,53.1,52.5,16.8
"Adames, Willy","642715","2022","617","134","72","31","0","31",26.9,7.9,"0.756","88.9",36.4,13,6.5,43.6,"100.099002736","94.300793591",28.2,49.6,34.2,33.4
"Estrada, Thairo","642731","2022","541","127","89","22","2","14",16.5,6.1,"0.722","86.2",31.6,4.4,4.7,31.1,"97.092146345","92.54814231",19.7,49.2,51.4,20.5
"Benintendi, Andrew","643217","2022","521","140","109","23","3","5",14.8,10,"0.772","89.2",39.2,5.1,6.2,38.7,"98.21078057","93.391636347",20.7,48.2,43.8,26.7
"Kemp, Tony","643393","2022","558","117","84","24","2","7",12.4,8.1,"0.641","84.4",33.9,1.6,4.1,14.9,"93.050155144","90.545713639",13.1,48.9,43.3,24.3
"Kiner-Falefa, Isiah","643396","2022","531","126","102","20","0","4",13.6,6.6,"0.641","86.2",29.6,1.2,4.3,30.1,"96.614692718","92.355143236",11.2,44.7,55.8,14.8
"McNeil, Jeff","643446","2022","589","174","125","39","1","9",10.4,6.8,"0.836","86.9",39,2.7,5.2,30.2,"96.275278692","92.172015654",15.9,53.8,41.3,22.9
"Devers, Rafael","646240","2022","614","164","94","42","1","27",18.6,8.1,"0.879","93.1",33.1,11.5,7.7,50.9,"103.784239231","96.704402472",28.1,54.6,42.3,23.9
"Arraez, Luis","650333","2022","603","173","133","31","1","8",7.1,8.3,"0.795","88.9",38.7,3.6,5.7,30.2,"96.195004348","92.276757036",7.1,42.9,41.2,25.4
"Torres, Gleyber","650402","2022","572","135","82","28","1","24",22.6,6.8,"0.761","90.4",36.2,10.7,8.5,45.3,"100.5348042","94.660057845",27.1,49.6,35.9,32.7
"Díaz, Yandy","650490","2022","558","140","98","33","0","9",10.8,14,"0.824","92.2",30.7,4.8,8.9,49,"103.107838195","96.208559878",14.3,41.3,50,19.6
"Rengifo, Luis","650859","2022","511","129","86","22","4","17",15.5,3.3,"0.723","86.9",31.1,5.4,4.9,33.6,"98.09743639","93.096324743",21.5,55.7,48.2,23.6
"Chapman, Matt","656305","2022","621","123","68","27","1","27",27.4,11,"0.757","92.2",34,12.9,8.8,51.2,"102.906606237","96.223630699",28.7,41.7,34.6,30
"Hoskins, Rhys","656555","2022","672","145","80","33","2","30",25.1,10.7,"0.794","90.1",37.3,11.1,5.9,44.3,"100.842284953","94.804616643",25.7,41.9,36.3,33
"Mullins II, Cedric","656775","2022","672","157","105","32","4","16",18.8,7,"0.721","88.8",29.3,4.9,5.9,37.3,"98.895231356","93.569582691",22.2,51.3,41,26.4
"Schwarber, Kyle","656941","2022","669","126","56","21","3","46",29.9,12.9,"0.827","93.3",35.4,20.1,8.7,54.4,"104.793857287","97.247555372",29,40.6,34.3,33.8
"Thomas, Lane","657041","2022","548","120","75","26","2","17",24.1,7.5,"0.705","86.4",32.6,6.5,5.7,34.5,"98.449522283","93.255458474",21.1,44.1,45.3,21.3
"Verdugo, Alex","657077","2022","644","166","115","39","1","11",13.4,6.5,"0.733","89.1",37.8,6,7.6,38.2,"99.112574241","93.706486823",15.5,45.3,46.2,23
"Ohtani, Shohei","660271","2022","666","160","90","30","6","34",24.2,10.8,"0.875","92.9",35,16.8,5.6,49.8,"103.823624272","96.520363788",28.1,49.3,43,30.1
"Acuña Jr., Ronald","660670","2022","533","124","85","24","0","15",23.6,9.9,"0.764","91.2",32.8,12.8,6.1,49.7,"103.759318129","96.440064282",24.9,47.9,47.7,24.7
"Varsho, Daulton","662139","2022","592","125","72","23","3","27",24.5,7.8,"0.745","87.7",33.6,10.2,8.4,35.6,"99.211725904","93.6867316",25.2,50.6,42.7,29.8
"Hoerner, Nico","663538","2022","517","135","98","22","5","10",11,5.4,"0.737","87.2",32.4,2.6,4.7,33.5,"97.678971875","92.920531108",14.2,49.2,46.5,24.2
"Riley, Austin","663586","2022","693","168","89","39","2","38",24.2,8.2,"0.877","92.5",37.7,15.7,8.4,50.8,"104.398300222","96.785171533",27.6,51.5,39,28.8
"Mountcastle, Ryan","663624","2022","609","139","88","28","1","22",25.3,7.1,"0.728","91.3",39.5,15,4.7,46.3,"101.941494208","95.335163391",29.8,56.2,37.3,32.1
"Hayes, Ke'Bryan","663647","2022","560","123","89","24","3","7",21.8,8.6,"0.659","91",30.6,3.9,6.2,46.8,"102.263213822","95.477046745",20.7,43.3,49.6,17.7
"Tucker, Kyle","663656","2022","609","140","81","28","1","30",15.6,9.7,"0.808","90",34.4,10.2,10.2,42.4,"100.332560357","94.468288036",19.9,52.7,34.4,37.7
"Grisham, Trent","663757","2022","524","83","48","16","2","17",28.6,10.9,"0.625","88.3",25.5,8.1,5.8,35.5,"99.46593125","93.84436934",26.2,38.7,46.1,30
"Rodgers, Brendan","663898","2022","581","140","94","30","3","13",17.4,7.9,"0.733","90",31.3,7.2,5.6,45.9,"101.127645047","94.882864603",22.7,49.4,52,19.7
"Lowe, Nathaniel","663993","2022","645","179","123","26","3","27",22.8,7.4,"0.850","90.2",34.1,9.9,5.2,44.8,"101.963916216","95.317229707",24.9,52.2,48.2,21.5
"Happ, Ian","664023","2022","641","155","94","42","2","17",23.2,9,"0.782","89.7",29.2,6.5,6.5,40.4,"100.312408396","94.405566288",27.2,49,47.4,24.8
"France, Ty","664034","2022","613","151","103","27","1","20",15.3,5.7,"0.774","87.6",34.8,5.4,5,36.8,"99.035163319","93.565264683",19.3,52.5,47.8,21.2
"Straw, Myles","664702","2022","596","118","93","22","3","0",14.6,9.1,"0.564","87",34.1,0.7,4.8,26.5,"95.486124533","91.784236481",12.6,40.5,47.6,22.5
"Bohm, Alec","664761","2022","631","164","124","24","3","13",17.4,4.9,"0.713","90.2",37.7,6.8,6,43,"100.649873374","94.552579815",21.1,51.2,46.3,21
"Brown, Seth","664913","2022","555","115","61","26","3","25",26.3,9.2,"0.749","89.2",34.9,13,5.4,41.4,"101.723429266","95.001222068",29.6,48.3,36.6,30.4
"Peña, Jeremy","665161","2022","558","132","88","20","2","22",24.2,3.9,"0.715","88.1",32.9,9.7,5.4,36.7,"99.803563646","93.99255276",29.7,55.2,47.7,22.4
"Guerrero Jr., Vladimir","665489","2022","706","175","108","35","0","32",16.4,8.2,"0.819","92.8",27.9,11.2,6.8,50.4,"105.507038582","97.328619789",24.4,49.7,52.3,17.1
"Soto, Juan","665742","2022","664","127","73","25","2","27",14.5,20.3,"0.853","91",28.5,12.4,7.2,47.4,"102.236934112","95.653888852",19.2,35.5,47.4,27.1
"Giménez, Andrés","665926","2022","557","146","100","26","3","17",20.1,6.1,"0.837","87.8",31.3,6.2,6.5,37.8,"99.022592","93.615976351",26.2,53.7,48.2,19.4
"Bichette, Bo","666182","2022","697","189","121","43","1","24",22.2,5.9,"0.802","91.9",33.3,9.6,7.2,50.3,"102.743171296","96.003278846",23,55.9,49.1,22
"García, Adolis","666969","2022","657","151","85","34","5","27",27.9,6.1,"0.756","92.1",36.9,12.9,9.3,47.4,"102.368780141","95.786867388",33.5,53.5,41.1,25
"Arozarena, Randy","668227","2022","645","154","90","41","3","20",24.2,7.1,"0.772","89.9",28.2,7.9,5.8,41,"101.17822","94.772195116",28.6,46.1,50.2,19.7
"Reynolds, Bryan","668804","2022","614","142","92","19","4","27",23,9.1,"0.806","90.2",35.5,7.9,6,42.9,"100.882578564","94.722792556",27.7,50.4,43.7,27.8
"Rojas, Josh","668942","2022","510","119","84","25","1","9",19.2,10.8,"0.740","88.8",33.5,4.5,4.8,36.1,"98.050444128","93.265048338",22.2,41,43.9,26.2
"Melendez Jr., MJ","669004","2022","534","100","58","21","3","18",24.5,12.4,"0.706","90.7",31,10.4,6.8,43.5,"100.595888323","94.716383713",27.8,44.6,39.6,32.7
"Murphy, Sean","669221","2022","612","134","77","37","2","18",20.3,9.2,"0.758","88.7",34.7,10.5,6.5,41.4,"101.085158756","94.706891435",24,49.3,42.1,23.4
"Edman, Tommy","669242","2022","630","153","105","31","4","13",17.6,7.3,"0.724","88.6",31.6,6.2,5.1,37.8,"98.931648319","93.598664536",20.6,47,49.4,20.5
"Smith, Will","669257","2022","578","132","79","26","3","24",16.6,9.7,"0.808","89.9",36.8,10.3,7.2,43,"99.764565096","94.188464255",19.3,42.6,31.5,37.3
"Hays, Austin","669720","2022","582","134","81","35","2","16",19.6,5.8,"0.719","87.7",32.3,5.2,7.1,37.7,"98.997922429","93.543165976",23.5,51,43.6,22.4
"Alvarez, Yordan","670541","2022","561","144","76","29","2","37",18.9,13.9,"1.019","95.2",40.7,21,7.5,59.8,"105.676985081","98.195923324",23.4,42.7,39.9,30.5
"Kirk, Alejandro","672386","2022","541","134","101","19","0","14",10.7,11.6,"0.787","90.5",32,6.7,6.5,45.4,"101.053304663","94.989537614",15.4,41,50,20.4
"Kim, Ha-Seong","673490","2022","582","130","87","29","3","11",17.2,8.8,"0.708","86.7",34,4.2,6.1,32.4,"97.647567656","92.869312734",19.1,43.3,40.8,22.9
"Rodríguez, Julio","677594","2022","560","145","89","25","3","28",25.9,7.1,"0.854","92",32.7,13.1,8.4,50.7,"103.718795769","96.379006446",30.4,50.2,46.3,24
"Witt Jr., Bobby","677951","2022","632","150","93","31","6","20",21.4,4.7,"0.722","89.7",32.5,8.7,4.6,38.6,"100.836506783","94.527115512",25.2,51.8,36.2,33.4
"Kwan, Steven","680757","2022","638","168","130","25","7","6",9.4,9.7,"0.773","85.1",34.6,1.4,2.6,20.8,"94.219058287","91.134248486",9,38.1,42.6,23.6
"Vaughn, Andrew","683734","2022","555","138","92","28","1","17",17.3,5.6,"0.750","90.8",34.1,7.9,10,48.6,"101.162950291","95.12858284",21,47,48,22.2
"Turner, Justin","457759","2023","626","154","100","31","0","23",17.6,8.1,"0.800","89.5",36.8,5.7,9.3,39,"98.567368238","93.587032225",17.5,45,35.7,33
"Santana, Carlos","467793","2023","619","132","75","33","1","23",16.8,10.5,"0.747","88.8",31.3,6.7,4.7,36.4,"99.367236","93.791213073",22.1,45.3,43.3,24.2
"Goldschmidt, Paul","502671","2023","687","159","103","31","0","25",23.4,12.7,"0.810","91.3",35.6,12,8.5,50.8,"102.40959555","95.767792759",27.5,44,41.4,26.9
"Freeman, Freddie","518692","2023","730","211","121","59","2","29",16.6,9.9,"0.977","90",46.6,11.1,8.8,42.2,"100.590638269","94.617661541",20.4,51,35.9,29.6
"LeMahieu, DJ","518934","2023","562","121","81","22","3","15",22.2,10.7,"0.717","89.6",31.6,5.9,6.4,43,"100.265359786","94.32212244",19.7,39.2,55.6,17.4
"Perez, Salvador","521692","2023","580","137","93","21","0","23",23.3,3.3,"0.714","90.1",38,8.8,9.7,44,"101.357412537","94.955683293",30.2,60.2,36,30.2
"Ozuna, Marcell","542303","2023","592","145","75","29","1","40",22.6,9.6,"0.904","91.8",34.9,16.6,6.5,49,"103.257673232","96.232240934",26.7,48.4,39.9,32.4
"Semien, Marcus","543760","2023","753","185","112","40","4","29",14.6,9.6,"0.826","88.4",37.5,6.5,6.9,37,"98.08417844","93.189258191",18,47.1,34,35.4
"Springer III, George","543807","2023","683","158","111","25","1","21",18.3,8.8,"0.732","88.3",32.2,7.7,6.5,39.9,"100.34851102","94.297792755",22.3,49.3,44.8,25.9
"Harper, Bryce","547180","2023","546","134","83","29","1","21",21.8,14.7,"0.900","91.8",36.8,15.2,6.7,46.8,"103.839812899","96.235486154",33.2,51.4,45.3,22.8
"Abreu, José","547989","2023","594","128","86","23","1","18",21.9,7.1,"0.679","89",32.5,8.7,4.6,41.6,"100.821833606","94.59770588",26.4,50.1,45,21.9
"Díaz, Elias","553869","2023","526","130","90","25","1","14",22.4,6.5,"0.725","88.1",31.2,6.2,4.3,38.4,"100.035107459","94.071648482",28.4,54.8,46.5,19.9
"Suárez, Eugenio","553993","2023","694","139","88","29","0","22",30.8,10.1,"0.714","90.3",37.7,13.2,6.8,43,"100.661115455","94.726665316",32.8,44.5,34.2,34.4
"Arenado, Nolan","571448","2023","612","149","95","26","2","26",16.5,6.7,"0.774","88.8",33,7.3,6,38.1,"99.311427863","93.760489679",20.2,48.5,38.8,25.7
"Hernández, Enrique","571771","2023","508","110","76","23","0","11",19.1,6.7,"0.646","87.8",31,4.5,5.1,33.7,"97.831208503","92.980265241",23.6,46.7,37.4,28.1
"Muncy, Max","571970","2023","579","102","48","17","1","36",26.4,14.7,"0.808","91.2",33.7,14.6,8.4,46.6,"101.315308623","95.11269018",29.6,39.3,33.4,38.5
"Walker, Christian","572233","2023","661","150","79","36","2","33",19.2,9.4,"0.830","88",32.6,11.4,6,40.4,"100.601281422","94.397470475",26.4,48.6,38.7,32.6
"Canha, Mark","592192","2023","507","114","77","25","1","11",15.6,9.7,"0.755","87.9",30.9,4.7,6.6,36.7,"98.959607624","93.632062936",18.3,41.6,43.9,25.4
"Castellanos, Nick","592206","2023","671","170","102","37","2","29",27.6,5.4,"0.787","88.9",36.5,10.3,7.4,43.2,"100.3894813","94.419143027",35.4,56.2,41.8,28.9
"Drury, Brandon","592273","2023","523","127","68","30","3","26",26,4.8,"0.803","89.9",35,11,7.6,46.3,"101.80875267","95.132794574",30.2,51.6,42.7,26.3
"Machado, Manny","592518","2023","601","140","89","21","0","30",18.1,8.3,"0.781","91",30.2,10.5,7.7,45.9,"102.375377","95.525381708",23.9,49.3,40.2,28.9
"Realmuto, J.T.","592663","2023","540","123","70","28","5","20",25.6,6.5,"0.762","89.8",36.2,11.2,7,43.3,"101.30139764","94.961935393",26.2,50.5,37.6,28.9
"Renfroe, Hunter","592669","2023","548","116","65","31","0","20",22.8,8,"0.713","88.3",29.5,6.1,6.9,39.1,"100.508778984","94.37524563",26.4,50.8,42.8,25.3
"Rosario, Eddie","592696","2023","516","122","74","24","3","21",23.6,6.6,"0.755","88.6",35.9,9.5,5.6,35.4,"98.60055257","93.424315434",29.7,57.4,39.8,28.4
"Yelich, Christian","592885","2023","632","153","99","34","1","19",22.2,12.3,"0.817","91.7",30.4,9.2,6.1,50.1,"103.18368722","96.096251589",26.8,45,57.4,17.3
"Merrifield, Whit","593160","2023","592","149","111","27","0","11",17.1,6.1,"0.700","85.1",37.2,2.4,5.3,24.3,"94.880835796","91.453019024",19.5,51.1,40.5,25.7
"Bogaerts, Xander","593428","2023","665","170","118","31","2","19",16.5,8.4,"0.790","87.6",28.3,6.1,4.5,34.6,"98.476149796","93.284202061",20.4,42.6,49.8,22.6
"Profar, Jurickson","595777","2023","521","111","73","27","2","9",17.3,9.6,"0.689","86.5",37.7,4,5.1,31.8,"97.18982877","92.606877674",20,47.2,40.1,24.1
"Báez, Javier","595879","2023","547","113","82","18","4","9",22.9,4.4,"0.592","88",28.9,5.2,7,39.7,"100.19637776","94.157773958",32.6,54.8,50.5,23.5
"Lindor, Francisco","596019","2023","687","153","87","33","2","31",19.9,9.6,"0.806","91.2",35.8,10.4,7.2,43.9,"100.821281314","94.916417775",22.8,48,34.1,31.4
"Candelario, Jeimer","600869","2023","576","127","63","39","3","22",22,9.2,"0.807","88.3",36.9,7.9,7.3,36.4,"99.185208","93.708029184",24.2,47.4,39.8,28
"Bell, Josh","605137","2023","617","135","85","28","0","22",21.7,10.2,"0.744","90.1",31.3,10.1,5.3,43,"101.611186796","94.955559951",25.8,47.7,48.8,26
"Betts, Mookie","605141","2023","693","179","99","40","1","39",15.4,13.9,"0.987","92.4",42.5,12.4,11.2,48.5,"100.865674689","95.28290971",16.7,38.1,27.6,35.7
"Davis, J.D.","605204","2023","546","119","77","23","1","18",27.8,9.5,"0.737","91.1",33.5,9.6,6.3,45.2,"101.437064311","95.258851108",34,53.1,53.3,20.4
"Arcia, Orlando","606115","2023","533","129","87","25","0","17",19.1,7.3,"0.741","88.2",30.6,6.9,4.6,41.1,"99.189217927","93.735384508",24.3,46.2,53.5,20.8
"Hernández, Teoscar","606192","2023","678","161","104","29","2","26",31.1,5.6,"0.740","91.3",35.2,13.8,6.4,49.4,"103.014681476","96.109592578",35.8,53.6,42.8,26.8
"Marte, Ketel","606466","2023","650","157","97","26","9","25",16.8,10.9,"0.843","91.1",30.8,8,6,42.8,"101.585403319","95.10445528",20.5,45.5,45.8,25.2
"Nimmo, Brandon","607043","2023","682","162","102","30","6","24",21.4,10.9,"0.829","91.8",33.5,9.5,6.4,47.9,"101.50757","95.462726837",22,42.4,41.2,26.4
"Turner, Trea","607208","2023","691","170","104","35","5","26",21.7,6.5,"0.779","89.9",36.1,8.4,6.9,42.2,"100.292342286","94.550003245",29.6,53.1,40.2,30.6
"Ramírez, José","608070","2023","691","172","107","36","5","24",10.6,10.6,"0.831","90",36.8,7,6.3,40.4,"100.07775","94.35370079",15.6,46.6,34.9,28.5
"Bregman, Alex","608324","2023","724","163","106","28","4","25",12,12.7,"0.804","88.6",35.8,5.4,10.1,38.2,"98.071537732","93.248960689",14.1,38.7,35.4,31.1
"Seager, Corey","608369","2023","536","156","81","42","0","33",16.4,9.1,"1.013","93.3",38,15.2,11.4,53.2,"103.543493485","96.785948962",25,55.1,40.3,29.4
"Meneses, Joey","608841","2023","657","168","118","36","1","13",19.8,5.8,"0.722","89.4",32.9,5.4,5,41.7,"99.929364091","94.237468244",23.6,47.6,48.1,19.2
"Swanson, Dansby","621020","2023","638","138","88","25","3","22",24.1,10.3,"0.744","89.3",35.1,10.9,7.3,39.7,"99.817409223","94.10753236",28.7,47.3,44.1,25.2
"Correa, Carlos","621043","2023","580","118","69","29","2","18",22.6,10.2,"0.711","90.4",31.1,9.6,7,45.9,"102.481230628","95.635527984",25.1,43.6,46.4,21.5
"Olson, Matt","621566","2023","720","172","88","27","3","54",23.2,14.4,"0.993","93.7",31,16.4,9.2,55.5,"104.825276757","97.314084392",28.4,46.8,38.7,34.4
"Santander, Anthony","623993","2023","656","152","82","41","1","28",23.2,8.4,"0.797","90.6",33,10.2,8.4,46,"101.732013378","95.319994041",23.5,49,35,32.5
"Alonso, Pete","624413","2023","658","123","54","21","2","46",22.9,9.9,"0.822","89.5",32.3,14.7,6.4,40.1,"102.342134502","95.253955701",26.2,43.7,36.3,35.4
"Soler, Jorge","624585","2023","580","126","66","24","0","36",24.3,11.4,"0.853","91.3",36.5,15,10.4,48,"103.053956467","95.950783079",27.6,44.1,36.2,31.6
"Cronenworth, Jake","630105","2023","522","105","64","24","7","10",18.6,8.8,"0.690","87.4",35.7,4.4,8.4,33.2,"97.73147257","92.917093417",15.9,47.6,37.6,29.2
"Anderson, Tim","641313","2023","524","121","100","18","2","1",23.3,5,"0.582","87.8",32.4,2.9,5.9,39.4,"99.22965129","93.713640376",25.3,53.5,61.4,10.7
"Bellinger, Cody","641355","2023","556","153","97","29","1","26",15.6,7.2,"0.881","87.9",38,6.1,5.4,31.4,"97.661544057","92.874372388",20.1,49.9,35.8,29.2
"Crawford, J.P.","641487","2023","638","142","88","35","0","19",19.6,14.7,"0.818","88.3",35.3,4.8,6.5,36.2,"99.143101569","93.649442623",18.6,38.6,39.6,23.7
"McMahon, Ryan","641857","2023","627","133","76","31","3","23",31.6,10.8,"0.753","90.8",39.4,11.4,6.4,44.2,"102.017798324","95.343043101",32.2,47.4,44.2,28.1
"Smith, Dominic","642086","2023","586","134","100","21","1","12",15.5,8,"0.692","86.3",37,6.6,3.7,30.8,"97.225088721","92.631850959",19.9,49,42.7,25.8
"Rosario, Amed","642708","2023","545","134","95","25","8","6",18.2,5.3,"0.683","88.3",33.8,3.4,5.8,39.4,"99.501582705","93.941784576",23.1,53.4,48.1,18.1
"Adames, Willy","642715","2023","638","120","65","29","2","24",25.9,11.1,"0.717","87.4",35,12.4,4.1,36.5,"99.086365635","93.664258959",31,50,36.3,31.5
"Estrada, Thairo","642731","2023","530","134","92","26","2","14",22.6,4.2,"0.731","85.9",34.7,4.8,3.7,33.7,"97.898139565","92.983630679",21.1,51.7,45.4,22.3
"Benintendi, Andrew","643217","2023","621","147","106","34","2","5",14.3,8.4,"0.682","86.6",40.9,2.9,3.4,27,"95.498075212","91.757391695",19.3,49,39.6,26.6
